N,종목명,현재가,전일비,등락률,액면가,시가,고가,저가
598.0,다올투자증권,3430.0,20.0,+0.59%,5000.0,3365.0,3465.0,3355.0
599.0,현대비앤지스틸,13800.0,330.0,-2.34%,5000.0,13940.0,13970.0,13710.0
600.0,삼성 인버스 2X 코스닥150 선물 ETN,6935.0,75.0,+1.09%,0.0,6845.0,7045.0,6810.0
601.0,대창단조,7260.0,70.0,-0.95%,500.0,7350.0,7370.0,7200.0
602.0,서연,8780.0,290.0,+3.42%,500.0,8470.0,8840.0,8420.0
603.0,일진홀딩스,4170.0,0.0,0.00%,1000.0,4120.0,4205.0,4120.0
604.0,KBSTAR 200TR,18430.0,35.0,+0.19%,0.0,18395.0,18445.0,18340.0
605.0,삼성전기우,70300.0,700.0,-0.99%,5000.0,71000.0,71700.0,70000.0
606.0,TIGER 헬스케어,27460.0,200.0,-0.72%,0.0,27815.0,27845.0,27330.0
607.0,S-Oil우,50400.0,200.0,-0.40%,2500.0,51000.0,51000.0,49950.0
608.0,QV KIS CD금리투자 ETN,50640.0,0.0,0.00%,0.0,50640.0,50640.0,50640.0
609.0,금호건설,5470.0,10.0,-0.18%,5000.0,5520.0,5520.0,5450.0
610.0,AJ네트웍스,4315.0,0.0,0.00%,1000.0,4285.0,4345.0,4285.0
611.0,사조산업,39950.0,200.0,-0.50%,5000.0,40200.0,40250.0,39900.0
612.0,경농,10190.0,80.0,+0.79%,500.0,10110.0,10210.0,10050.0
613.0,디아이씨,5110.0,100.0,-1.92%,500.0,5170.0,5210.0,5030.0
614.0,ARIRANG 코스피TR,13775.0,50.0,-0.36%,0.0,13710.0,13795.0,13710.0
615.0,흥국화재,3085.0,5.0,-0.16%,5000.0,3110.0,3115.0,3075.0
616.0,TIGER KRX BBIG K-뉴딜,6915.0,35.0,-0.50%,0.0,6955.0,7015.0,6885.0
617.0,대성에너지,7200.0,30.0,+0.42%,1000.0,7170.0,7330.0,7090.0
618.0,태경산업,6770.0,110.0,-1.60%,500.0,6880.0,6910.0,6740.0
619.0,KSS해운,8570.0,60.0,+0.71%,500.0,8400.0,8710.0,8350.0
620.0,HDC랩스,7610.0,20.0,+0.26%,500.0,7640.0,7700.0,7550.0
621.0,디앤디플랫폼리츠,3065.0,5.0,-0.16%,1000.0,3070.0,3080.0,3060.0
622.0,삼성제약,2935.0,40.0,-1.34%,500.0,3005.0,3010.0,2905.0
623.0,만호제강,47250.0,6550.0,-12.17%,1000.0,58000.0,63700.0,46100.0
624.0,교촌에프앤비,7840.0,130.0,+1.69%,500.0,7920.0,7950.0,7720.0
625.0,우진,9560.0,180.0,+1.92%,500.0,9450.0,9690.0,9400.0
626.0,선진,8140.0,150.0,+1.88%,500.0,7990.0,8140.0,7940.0
627.0,KODEX K-메타버스액티브,8435.0,20.0,+0.24%,0.0,8395.0,8535.0,8395.0
628.0,LG우,63800.0,100.0,-0.16%,5000.0,63700.0,63900.0,63500.0
629.0,KBSTAR IT플러스,19145.0,130.0,-0.67%,0.0,19300.0,19375.0,19070.0
630.0,그린케미칼,7980.0,80.0,-0.99%,500.0,7930.0,8120.0,7930.0
631.0,예스코홀딩스,31900.0,200.0,-0.62%,5000.0,31850.0,32750.0,31700.0
632.0,금호석유우,63300.0,100.0,+0.16%,5000.0,63300.0,63700.0,62700.0
633.0,KODEX 미국나스닥100레버리지(합성 H),7360.0,55.0,+0.75%,0.0,7320.0,7375.0,7305.0
634.0,화승인더,3435.0,60.0,+1.78%,500.0,3370.0,3465.0,3350.0
635.0,KBSTAR 비메모리반도체액티브,10745.0,175.0,-1.60%,0.0,10880.0,10950.0,10670.0
636.0,SOL 200TR,12165.0,5.0,+0.04%,0.0,12165.0,12170.0,12125.0
637.0,KBSTAR 단기종합채권(AA-이상)액티브,104900.0,25.0,+0.02%,0.0,104895.0,104900.0,104885.0
638.0,KOSEF 인도Nifty50(합성),19885.0,140.0,+0.71%,0.0,19745.0,19895.0,19670.0
639.0,제일파마홀딩스,11810.0,180.0,-1.50%,500.0,12010.0,12010.0,11770.0
640.0,이월드,1327.0,8.0,+0.61%,1000.0,1310.0,1334.0,1310.0
641.0,경동인베스트,79200.0,100.0,+0.13%,5000.0,79100.0,80000.0,77400.0
642.0,코람코더원리츠,4595.0,10.0,-0.22%,500.0,4650.0,4650.0,4585.0
643.0,한독,13440.0,0.0,0.00%,500.0,13520.0,13550.0,13350.0
644.0,경보제약,7690.0,80.0,-1.03%,500.0,7900.0,7900.0,7630.0
645.0,HANARO MSCI Korea TR,14685.0,20.0,-0.14%,0.0,14655.0,14700.0,14630.0
646.0,삼성출판사,18280.0,120.0,-0.65%,500.0,18330.0,18430.0,18140.0
647.0,진양홀딩스,3265.0,10.0,+0.31%,500.0,3255.0,3290.0,3235.0
648.0,백산,7900.0,60.0,+0.77%,500.0,7910.0,7950.0,7800.0
649.0,금강공업,6180.0,20.0,+0.32%,1000.0,6110.0,6300.0,6020.0
650.0,한세예스24홀딩스,4520.0,75.0,+1.69%,500.0,4460.0,4525.0,4415.0
651.0,에이블씨엔씨,6900.0,580.0,+9.18%,500.0,6320.0,7520.0,6240.0
652.0,경인양행,4290.0,105.0,-2.39%,500.0,4400.0,4420.0,4280.0
653.0,이구산업,5330.0,840.0,-13.61%,500.0,5550.0,5740.0,5100.0
654.0,NI스틸,6230.0,80.0,-1.27%,500.0,6310.0,6360.0,6220.0
655.0,ACE 23-12 회사채(AA-이상)액티브,104440.0,15.0,+0.01%,0.0,104435.0,104440.0,104435.0
656.0,NH투자증권우,9410.0,20.0,+0.21%,5000.0,9420.0,9430.0,9340.0
657.0,CJ제일제당 우,133500.0,400.0,+0.30%,5000.0,133300.0,133800.0,131500.0
658.0,삼영전자,8840.0,20.0,-0.23%,500.0,8880.0,9040.0,8820.0
659.0,KOSEF 단기자금,103485.0,15.0,+0.01%,0.0,103475.0,103485.0,103470.0
660.0,대성산업,3885.0,5.0,-0.13%,5000.0,3890.0,3945.0,3875.0
661.0,KODEX 골드선물(H),12440.0,5.0,+0.04%,0.0,12445.0,12455.0,12430.0
662.0,퍼스텍,3595.0,5.0,-0.14%,500.0,3575.0,3635.0,3575.0
663.0,HLB글로벌,4110.0,90.0,-2.14%,500.0,4330.0,4330.0,4075.0
664.0,벽산,2540.0,15.0,+0.59%,500.0,2595.0,2625.0,2515.0
665.0,신한서부티엔디리츠,3105.0,60.0,-1.90%,1000.0,3195.0,3195.0,3095.0
666.0,TIGER 현대차그룹+펀더멘털,23740.0,65.0,-0.27%,0.0,23875.0,23875.0,23615.0
667.0,DB금융투자,4075.0,10.0,-0.24%,5000.0,4090.0,4095.0,4040.0
668.0,KODEX 장기종합채권(AA-이상)액티브KAP,86615.0,420.0,-0.48%,0.0,86785.0,86785.0,86615.0
669.0,태경케미컬,14850.0,130.0,-0.87%,500.0,15300.0,15310.0,14840.0
670.0,제이에스코퍼레이션,12910.0,220.0,+1.73%,100.0,12680.0,12940.0,12600.0
671.0,동아지질,12220.0,160.0,-1.29%,500.0,12230.0,12440.0,12180.0
672.0,진흥기업,1179.0,0.0,0.00%,500.0,1167.0,1188.0,1167.0
673.0,태림포장,2420.0,50.0,-2.02%,500.0,2470.0,2485.0,2400.0
674.0,KODEX 2차전지핵심소재10 Fn,12730.0,180.0,-1.39%,0.0,12880.0,12925.0,12550.0
675.0,ARIRANG 고배당주,11300.0,100.0,+0.89%,0.0,11245.0,11310.0,11175.0
676.0,신한 인버스0.5X S&P500 VIX S/T선물 ETN,28370.0,265.0,+0.94%,0.0,28370.0,28370.0,28370.0
677.0,삼성 레버리지 천연가스 선물 ETN C,16915.0,1100.0,+6.96%,0.0,16795.0,16930.0,16705.0
678.0,금호에이치티,855.0,27.0,+3.26%,500.0,822.0,860.0,818.0
679.0,삼화페인트,6150.0,30.0,+0.49%,500.0,6120.0,6210.0,6060.0
680.0,이지스밸류리츠,4550.0,35.0,-0.76%,1000.0,4585.0,4595.0,4550.0
681.0,TIGER 글로벌4차산업혁신기술(합성 H),16350.0,40.0,+0.25%,0.0,16230.0,16365.0,16220.0
682.0,삼성 인버스 2X WTI원유 선물 ETN,110.0,5.0,-4.35%,0.0,110.0,110.0,105.0
683.0,SNT에너지,21900.0,300.0,+1.39%,500.0,21600.0,22100.0,21350.0
684.0,ACE 테슬라밸류체인액티브,13115.0,235.0,+1.82%,0.0,13010.0,13115.0,13010.0
685.0,우신시스템,8950.0,10.0,+0.11%,500.0,8940.0,9200.0,8620.0
686.0,SK이노베이션우,129300.0,1700.0,-1.30%,5000.0,132000.0,132000.0,128200.0
687.0,아남전자,2085.0,40.0,+1.96%,500.0,2055.0,2130.0,2050.0
688.0,한국무브넥스,5270.0,40.0,-0.75%,1000.0,5420.0,5580.0,5230.0
689.0,해태제과식품,5470.0,10.0,+0.18%,500.0,5560.0,5560.0,5390.0
690.0,TIGER Fn메타버스,8655.0,135.0,+1.58%,0.0,8555.0,8680.0,8555.0
691.0,한국패러랠,1975.0,0.0,0.00%,0.0,1979.0,1979.0,1975.0
692.0,신세계푸드,40800.0,50.0,+0.12%,5000.0,41300.0,41300.0,40500.0
693.0,TIGER 여행레저,3595.0,35.0,+0.98%,0.0,3540.0,3605.0,3540.0
694.0,TIGER 글로벌메타버스액티브,7615.0,45.0,+0.59%,0.0,7585.0,7615.0,7535.0
695.0,KODEX 차이나항셍테크,6500.0,65.0,+1.01%,0.0,6470.0,6560.0,6435.0
696.0,노루페인트,7860.0,70.0,+0.90%,500.0,7790.0,7910.0,7790.0
697.0,무학,5510.0,0.0,0.00%,200.0,5510.0,5550.0,5470.0
698.0,TIGER 차이나과창판STAR50(합성),7090.0,25.0,+0.35%,0.0,7100.0,7135.0,7000.0
699.0,덕성,9970.0,280.0,+2.89%,500.0,9400.0,11350.0,7650.0
700.0,한국주철관,6820.0,10.0,+0.15%,500.0,6810.0,6850.0,6790.0
701.0,와이투솔루션,849.0,23.0,-2.64%,500.0,862.0,878.0,840.0
702.0,디와이파워,14050.0,90.0,-0.64%,500.0,14150.0,14240.0,13940.0
703.0,휴비스,4490.0,90.0,-1.97%,5000.0,4830.0,4835.0,4450.0
704.0,ACE 중국본토CSI300,26145.0,360.0,+1.40%,0.0,25790.0,26270.0,25505.0
705.0,동아타이어,11260.0,0.0,0.00%,500.0,11300.0,11390.0,11240.0
706.0,성안,2285.0,60.0,-2.56%,500.0,2280.0,2355.0,2260.0
707.0,한신기계,4725.0,20.0,-0.42%,500.0,4705.0,4820.0,4655.0
708.0,디와이,5820.0,50.0,-0.85%,500.0,5820.0,5940.0,5800.0
709.0,용평리조트,3180.0,90.0,+2.91%,5000.0,3110.0,3205.0,3090.0
710.0,극동유화,4370.0,345.0,+8.57%,500.0,4050.0,4500.0,4035.0
711.0,미원화학,69100.0,1100.0,+1.62%,1000.0,68000.0,69100.0,68000.0
712.0,KBSTAR iSelect메타버스,7395.0,85.0,+1.16%,0.0,7380.0,7430.0,7340.0
713.0,아모레G3우(전환),21350.0,50.0,+0.23%,500.0,21350.0,21700.0,20800.0
714.0,KODEX TRF3070,11370.0,5.0,+0.04%,0.0,11365.0,11370.0,11325.0
715.0,컨버즈,4100.0,0.0,0.00%,500.0,0.0,0.0,0.0
716.0,대창,1650.0,465.0,-21.99%,500.0,1724.0,1831.0,1491.0
717.0,동성제약,5740.0,10.0,-0.17%,1000.0,5730.0,5780.0,5730.0
718.0,현대리바트,7280.0,20.0,+0.28%,1000.0,7210.0,7500.0,7210.0
719.0,광전자,2580.0,45.0,+1.78%,500.0,2525.0,2640.0,2510.0
720.0,삼양통상,49750.0,50.0,-0.10%,5000.0,49800.0,49800.0,49600.0
721.0,인스코비,1295.0,47.0,+3.77%,500.0,1275.0,1370.0,1251.0
722.0,TIGER 국고채30년스트립액티브,43465.0,915.0,-2.06%,0.0,43645.0,43820.0,43120.0
723.0,키움 INDXX 미국테크탑10 ETN,14810.0,0.0,0.00%,0.0,14810.0,14810.0,14810.0
724.0,샘표,51400.0,700.0,+1.38%,1000.0,50700.0,52100.0,50500.0
725.0,미래산업,28950.0,1050.0,-3.50%,500.0,32400.0,33400.0,28000.0
726.0,유니온머티리얼,3495.0,35.0,-0.99%,500.0,3510.0,3565.0,3470.0
727.0,KODEX 국고채30년액티브,95500.0,1175.0,-1.22%,0.0,95925.0,96200.0,95310.0
728.0,신라교역,9170.0,10.0,+0.11%,500.0,9160.0,9170.0,9100.0
729.0,KODEX 미국S&P500선물(H),21220.0,10.0,-0.05%,0.0,21230.0,21230.0,21170.0
730.0,한컴라이프케어,5290.0,280.0,+5.59%,200.0,4985.0,5480.0,4985.0
731.0,유수홀딩스,5610.0,20.0,-0.36%,2500.0,5570.0,5680.0,5570.0
732.0,태영건설,3730.0,15.0,+0.40%,500.0,3740.0,3795.0,3700.0
733.0,동부건설,6340.0,70.0,+1.12%,5000.0,6210.0,6370.0,6210.0
734.0,TRUE 레버리지 나스닥 100 ETN,28910.0,325.0,+1.14%,0.0,28670.0,28910.0,28635.0
735.0,TIGER 미국MSCI리츠(합성 H),12265.0,75.0,-0.61%,0.0,12275.0,12285.0,12225.0
736.0,히어로즈 CD금리액티브(합성),100765.0,10.0,+0.01%,0.0,100765.0,100765.0,100765.0
737.0,동일산업,58800.0,400.0,-0.68%,5000.0,59500.0,59600.0,58100.0
738.0,삼성물산우B,87600.0,0.0,0.00%,100.0,88000.0,88000.0,87200.0
739.0,노루홀딩스,10720.0,50.0,+0.47%,500.0,10630.0,10820.0,10570.0
740.0,유니켐,1651.0,38.0,+2.36%,500.0,1613.0,1651.0,1600.0
741.0,일동홀딩스,12270.0,1080.0,-8.09%,1000.0,13880.0,13900.0,12100.0
742.0,효성ITX,12250.0,10.0,+0.08%,500.0,12300.0,12320.0,12120.0
743.0,미래에셋 S&P -2X 천연가스 선물 ETN(H),56620.0,3795.0,-6.28%,0.0,56755.0,56755.0,56385.0
744.0,사조동아원,1001.0,8.0,+0.81%,500.0,992.0,1015.0,991.0
745.0,신한 블룸버그 -2X 천연가스 선물 ETN(H),56500.0,3830.0,-6.35%,0.0,56845.0,56980.0,56500.0
746.0,KB 블룸버그 인버스2X 천연가스선물 ETN(H),56475.0,3830.0,-6.35%,0.0,56890.0,57070.0,56475.0
747.0,대호에이엘,2320.0,150.0,+6.91%,500.0,2250.0,2475.0,2250.0
748.0,성창기업지주,2000.0,15.0,+0.76%,500.0,1985.0,2055.0,1985.0
749.0,조선선재,110500.0,1600.0,+1.47%,500.0,108700.0,110900.0,108200.0
750.0,TRUE 인버스 2X 코스닥 150 선물 ETN,6945.0,55.0,+0.80%,0.0,6865.0,7060.0,6840.0
751.0,황금에스티,8140.0,190.0,-2.28%,500.0,8330.0,8360.0,8090.0
752.0,KTcs,3235.0,115.0,+3.69%,500.0,3110.0,3245.0,3090.0
753.0,가온전선,21700.0,400.0,-1.81%,5000.0,21700.0,22250.0,21350.0
754.0,삼영,4055.0,80.0,-1.93%,500.0,4100.0,4130.0,4020.0
755.0,강남제비스코,21200.0,400.0,-1.85%,1000.0,21600.0,21600.0,21200.0
756.0,대양금속,3670.0,35.0,-0.94%,500.0,3670.0,3710.0,3600.0
757.0,계룡건설,15410.0,90.0,-0.58%,5000.0,15450.0,15530.0,15290.0
758.0,신원,1341.0,6.0,+0.45%,500.0,1335.0,1352.0,1309.0
759.0,TIGER 투자등급회사채액티브,104105.0,30.0,+0.03%,0.0,104145.0,104145.0,104095.0
760.0,팜스코,3740.0,60.0,-1.58%,500.0,3760.0,3805.0,3710.0
761.0,디씨엠,11960.0,30.0,-0.25%,500.0,11820.0,12000.0,11820.0
762.0,ACE 24-12 회사채(AA-이상)액티브,106335.0,15.0,+0.01%,0.0,106310.0,106335.0,106310.0
763.0,현대약품,4250.0,10.0,-0.23%,500.0,4305.0,4320.0,4215.0
764.0,아시아나IDT,12210.0,350.0,+2.95%,500.0,11980.0,12250.0,11800.0
765.0,인지컨트롤스,8570.0,880.0,-9.31%,500.0,8840.0,8970.0,8450.0
766.0,신흥,14260.0,140.0,-0.97%,500.0,14590.0,14590.0,14150.0
767.0,TIGER 미국S&P500TR(H),11055.0,25.0,+0.23%,0.0,11040.0,11060.0,11015.0
768.0,KODEX 바이오,8210.0,40.0,-0.48%,0.0,8280.0,8340.0,8165.0
769.0,수산중공업,2505.0,15.0,+0.60%,500.0,2480.0,2560.0,2480.0
770.0,한국내화,3285.0,10.0,-0.30%,500.0,3280.0,3350.0,3265.0
771.0,삼원강재,3370.0,40.0,+1.20%,500.0,3340.0,3400.0,3315.0
772.0,NH올원리츠,3190.0,25.0,-0.78%,500.0,3235.0,3245.0,3190.0
773.0,인팩,13430.0,90.0,+0.67%,500.0,13340.0,13550.0,13010.0
774.0,KODEX 미국나스닥100선물(H),18770.0,45.0,+0.24%,0.0,18725.0,18800.0,18720.0
775.0,대한화섬,101000.0,100.0,+0.10%,5000.0,100900.0,101500.0,100900.0
776.0,세아특수강,15650.0,450.0,-2.80%,5000.0,15750.0,15900.0,15540.0
777.0,유화증권,2350.0,25.0,+1.08%,1000.0,2335.0,2370.0,2335.0
778.0,KTOP K200액티브,10710.0,15.0,+0.14%,0.0,10715.0,10730.0,10665.0
779.0,대영포장,1209.0,1.0,+0.08%,500.0,1207.0,1249.0,1196.0
780.0,TRUE 코스피 양매도 5% OTM ETN,8730.0,0.0,0.00%,0.0,8730.0,8730.0,8730.0
781.0,KBSTAR 코스피,26940.0,120.0,+0.45%,0.0,27095.0,27095.0,26855.0
782.0,HDC현대EP,4090.0,60.0,-1.45%,500.0,4155.0,4155.0,4070.0
783.0,KBSTAR 코스닥150선물레버리지,14770.0,155.0,-1.04%,0.0,14945.0,15020.0,14540.0
784.0,동원금속,2785.0,60.0,-2.11%,500.0,2875.0,2880.0,2745.0
785.0,대구백화점,12000.0,480.0,+4.17%,5000.0,11190.0,12000.0,11190.0
786.0,ACE 미국배당다우존스,10595.0,65.0,+0.62%,0.0,10575.0,10595.0,10515.0
787.0,미래에셋 코스피 양매도 5% OTM ETN,8415.0,0.0,0.00%,0.0,8415.0,8415.0,8415.0
788.0,HANARO 200TR,42570.0,10.0,-0.02%,0.0,42580.0,42675.0,42435.0
789.0,동남합성,35850.0,150.0,-0.42%,500.0,35900.0,35900.0,35550.0
790.0,샘표식품,27450.0,150.0,+0.55%,500.0,27000.0,27700.0,27000.0
791.0,삼화전기,18920.0,50.0,-0.26%,1000.0,18970.0,19190.0,18740.0
792.0,종근당바이오,22750.0,400.0,-1.73%,2500.0,23150.0,23600.0,22000.0
793.0,KODEX 국채선물10년,62410.0,150.0,-0.24%,0.0,62810.0,62810.0,62345.0
794.0,대신증권2우B,12380.0,70.0,+0.57%,5000.0,12320.0,12400.0,12290.0
795.0,신일전자,1740.0,23.0,+1.34%,500.0,1718.0,1755.0,1718.0
796.0,KCTC,4120.0,30.0,+0.73%,500.0,4090.0,4150.0,4065.0
797.0,TRUE 레버리지 S&P500 선물 ETN(H),24635.0,15.0,-0.06%,0.0,24590.0,24695.0,24565.0
798.0,TIGER 미국채10년선물,11275.0,30.0,+0.27%,0.0,11260.0,11280.0,11200.0
799.0,KODEX 배당가치,12645.0,60.0,+0.48%,0.0,12590.0,12645.0,12555.0
800.0,한국석유,9630.0,40.0,+0.42%,500.0,9480.0,9690.0,9480.0
801.0,ARIRANG KOFR금리,101385.0,10.0,+0.01%,0.0,101385.0,101395.0,101385.0
802.0,두올,3645.0,45.0,+1.25%,2500.0,3575.0,3670.0,3565.0
803.0,한솔홀딩스,2845.0,15.0,-0.52%,1000.0,2860.0,2870.0,2820.0
804.0,한국수출포장,2970.0,125.0,+4.39%,500.0,2835.0,2985.0,2800.0
805.0,TIGER 차이나CSI300레버리지(합성),18750.0,605.0,+3.33%,0.0,18235.0,18905.0,18235.0
806.0,TIGER 종합채권(AA-이상)액티브,49800.0,110.0,-0.22%,0.0,49755.0,49800.0,49750.0
807.0,KBSTAR 2차전지액티브,15065.0,85.0,-0.56%,0.0,15170.0,15210.0,14835.0
808.0,씨티알모빌리티,13750.0,40.0,-0.29%,500.0,13800.0,13800.0,13560.0
809.0,KODEX 헬스케어,12065.0,125.0,-1.03%,0.0,12235.0,12260.0,12035.0
810.0,삼일제약,7820.0,30.0,+0.39%,500.0,7910.0,7910.0,7590.0
811.0,조흥,196400.0,0.0,0.00%,5000.0,196600.0,199000.0,196400.0
812.0,씨아이테크,2385.0,175.0,+7.92%,500.0,2235.0,2420.0,2215.0
813.0,한국공항,36700.0,100.0,-0.27%,5000.0,36850.0,37500.0,36150.0
814.0,토니모리,4815.0,320.0,+7.12%,200.0,4555.0,4815.0,4465.0
815.0,대유플러스,915.0,17.0,-1.82%,500.0,932.0,939.0,911.0
816.0,경동도시가스,19590.0,60.0,-0.31%,2500.0,19610.0,19690.0,19530.0
817.0,TIGER 코스피,26770.0,70.0,-0.26%,0.0,26930.0,26930.0,26665.0
818.0,미창석유,66000.0,0.0,0.00%,5000.0,66400.0,66400.0,65900.0
819.0,KBSTAR 코스닥150,14930.0,95.0,-0.63%,0.0,15065.0,15065.0,14825.0
820.0,TRUE 레버리지 천연가스 선물 ETN B,22800.0,1510.0,+7.09%,0.0,22670.0,22800.0,22615.0
821.0,한양증권,8930.0,10.0,-0.11%,5000.0,8940.0,8970.0,8860.0
822.0,신한 블룸버그 2X 천연가스 선물 ETN,22635.0,1490.0,+7.05%,0.0,22570.0,22670.0,22460.0
823.0,TIGER 일본엔선물,8825.0,95.0,+1.09%,0.0,8760.0,8835.0,8750.0
824.0,광명전기,2600.0,85.0,-3.17%,500.0,2580.0,2650.0,2555.0
825.0,인천도시가스,25400.0,0.0,0.00%,5000.0,25650.0,25650.0,25400.0
826.0,TIGER 미국나스닥100커버드콜(합성),10175.0,55.0,+0.54%,0.0,10100.0,10180.0,10100.0
827.0,CJ씨푸드,3085.0,15.0,+0.49%,500.0,3100.0,3115.0,3070.0
828.0,한국특강,1811.0,5.0,-0.28%,500.0,1816.0,1852.0,1785.0
829.0,신한 레버리지 코스닥 150 선물 ETN,43655.0,220.0,+0.51%,0.0,44655.0,44655.0,43655.0
830.0,KODEX 미국달러선물,11990.0,65.0,+0.55%,0.0,11910.0,11990.0,11905.0
831.0,세이브존I&C,2640.0,15.0,+0.57%,1000.0,2655.0,2655.0,2625.0
832.0,한국화장품제조,23850.0,600.0,+2.58%,500.0,23250.0,24100.0,23100.0
833.0,KODEX 인도Nifty50,10795.0,55.0,+0.51%,0.0,10825.0,10825.0,10670.0
834.0,동양철관,908.0,0.0,0.00%,500.0,921.0,921.0,897.0
835.0,화성산업,10600.0,70.0,+0.66%,5000.0,10530.0,10820.0,10450.0
836.0,두산퓨얼셀1우,8040.0,90.0,+1.13%,100.0,8000.0,8090.0,7960.0
837.0,HANARO Fn K-POP&미디어,10485.0,435.0,+4.33%,0.0,10160.0,10525.0,10160.0
838.0,TIGER 미디어컨텐츠,7050.0,175.0,+2.55%,0.0,6850.0,7060.0,6850.0
839.0,DRB동일,5340.0,0.0,0.00%,500.0,5350.0,5380.0,5240.0
840.0,KTis,3055.0,50.0,+1.66%,500.0,2985.0,3055.0,2965.0
841.0,TIGER 200선물인버스2X,2635.0,0.0,0.00%,0.0,2635.0,2660.0,2625.0
842.0,이지스레지던스리츠,3685.0,0.0,0.00%,1000.0,3740.0,3740.0,3670.0
843.0,KBSTAR 25-11 회사채(AA-이상)액티브,52295.0,25.0,+0.05%,0.0,52290.0,52300.0,52245.0
844.0,히어로즈 단기채권ESG액티브,103085.0,0.0,0.00%,0.0,103085.0,103085.0,103085.0
845.0,미래에셋 인버스 2X 코스닥150 선물 ETN,6940.0,75.0,+1.09%,0.0,6840.0,7050.0,6820.0
846.0,현대코퍼레이션홀딩스,11430.0,320.0,+2.88%,5000.0,11060.0,11440.0,11060.0
847.0,크라운제과,8260.0,60.0,+0.73%,200.0,8130.0,8320.0,8130.0
848.0,삼익악기,1137.0,1.0,-0.09%,500.0,1135.0,1138.0,1127.0
849.0,TRUE 블룸버그 인버스 2X 천연가스선물 ETN,51455.0,3580.0,-6.50%,0.0,51390.0,51665.0,51240.0
850.0,엔에이치스팩19호,10010.0,10.0,+0.10%,500.0,9990.0,10020.0,9990.0
851.0,서원,2155.0,65.0,-2.93%,500.0,1950.0,2640.0,1580.0
852.0,모나리자,2790.0,20.0,+0.72%,500.0,2850.0,2855.0,2765.0
853.0,무림페이퍼,2425.0,10.0,-0.41%,2500.0,2405.0,2465.0,2390.0
854.0,TIGER 인도니프티50,10645.0,70.0,+0.66%,0.0,10560.0,10650.0,10560.0
855.0,방림,2365.0,30.0,-1.25%,500.0,2395.0,2410.0,2350.0
856.0,한진중공업홀딩스,3360.0,35.0,-1.03%,5000.0,3415.0,3415.0,3340.0
857.0,태평양물산,2035.0,402.0,+24.62%,500.0,1634.0,2080.0,1634.0
858.0,웅진,1237.0,23.0,-1.83%,500.0,1265.0,1269.0,1216.0
859.0,CJ우,43600.0,0.0,0.00%,5000.0,43650.0,43650.0,43500.0
860.0,KBSTAR Fn5G테크,9940.0,35.0,+0.35%,0.0,9985.0,10195.0,9855.0
861.0,팜젠사이언스,6150.0,90.0,-1.44%,500.0,6500.0,7080.0,6080.0
862.0,HS애드,5880.0,20.0,-0.34%,1000.0,5880.0,5930.0,5850.0
863.0,동방,2025.0,15.0,+0.75%,1000.0,2010.0,2040.0,2000.0
864.0,유니드비티플러스,9140.0,10.0,-0.11%,1000.0,9280.0,9870.0,9010.0
865.0,신송홀딩스,8180.0,110.0,-1.33%,500.0,8290.0,8440.0,8120.0
866.0,SOL 국고채10년,101695.0,340.0,-0.33%,0.0,101850.0,101895.0,101630.0
867.0,ACE 글로벌반도체TOP4 Plus SOLACTIVE,14700.0,5.0,+0.03%,0.0,14695.0,14700.0,14620.0
868.0,기신정기,3295.0,20.0,-0.60%,500.0,3320.0,3325.0,3280.0
869.0,KODEX 차이나CSI300,12095.0,145.0,+1.21%,0.0,11920.0,12160.0,11920.0
870.0,SG세계물산,475.0,0.0,0.00%,500.0,476.0,478.0,472.0
871.0,대원화성,2325.0,10.0,-0.43%,500.0,2335.0,2350.0,2300.0
872.0,TIGER KRX바이오K-뉴딜,6100.0,65.0,-1.05%,0.0,6170.0,6210.0,6070.0
873.0,TIGER 중국소비테마,6360.0,90.0,+1.44%,0.0,6270.0,6380.0,6270.0
874.0,한국화장품,5900.0,190.0,+3.33%,500.0,5680.0,5960.0,5670.0
875.0,콤텍시스템,781.0,4.0,-0.51%,500.0,791.0,799.0,775.0
876.0,인바이오젠,467.0,0.0,0.00%,500.0,0.0,0.0,0.0
877.0,TIGER 코스닥150,15450.0,95.0,-0.61%,0.0,15545.0,15600.0,15350.0
878.0,에이플러스에셋,4120.0,40.0,-0.96%,500.0,4160.0,4205.0,4105.0
879.0,화승코퍼레이션,1858.0,2.0,+0.11%,500.0,1854.0,1882.0,1846.0
880.0,HANARO 200 TOP10,8870.0,20.0,-0.22%,0.0,8865.0,8895.0,8815.0
881.0,일성건설,1706.0,0.0,0.00%,500.0,1696.0,1714.0,1674.0
882.0,고려산업,3690.0,55.0,+1.51%,1000.0,3600.0,3760.0,3600.0
883.0,일신석재,1183.0,0.0,0.00%,500.0,1183.0,1192.0,1173.0
884.0,TIGER 200 중공업,3965.0,15.0,-0.38%,0.0,3940.0,3995.0,3930.0
885.0,동방아그로,6690.0,70.0,+1.06%,500.0,6620.0,6690.0,6600.0
886.0,대현,2045.0,15.0,-0.73%,500.0,2045.0,2055.0,2035.0
887.0,유니온,5780.0,30.0,-0.52%,500.0,5720.0,5850.0,5710.0
888.0,코스맥스비티아이,9390.0,0.0,0.00%,500.0,9380.0,9520.0,8920.0
889.0,남광토건,9150.0,30.0,-0.33%,5000.0,9180.0,9260.0,9060.0
